purchase_date,total_price,promo_name,sales_after_promo,status_promo
2022-07-19,507000,GRATIS_ONGKIR,502000,Dengan Promo
2022-07-19,297000,,297000,Tanpa Promo
2022-07-19,37500,GRATIS_ONGKIR,32500,Dengan Promo
2022-07-19,197500,,197500,Tanpa Promo
2022-07-19,415000,,415000,Tanpa Promo
2022-07-19,76000,GRATIS_ONGKIR,71000,Dengan Promo
2022-07-19,145000,,145000,Tanpa Promo
2022-07-19,39800,GRATIS_ONGKIR,34800,Dengan Promo
2022-07-19,450000,,450000,Tanpa Promo
2022-07-19,345000,,345000,Tanpa Promo
2022-07-19,270000,,270000,Tanpa Promo
2022-07-19,84750,GRATIS_ONGKIR,79750,Dengan Promo
2022-07-19,145360,,145360,Tanpa Promo
2022-07-19,278000,GRATIS_ONGKIR,273000,Dengan Promo
2022-07-19,249800,GRATIS_ONGKIR,244800,Dengan Promo
2022-07-19,169500,,169500,Tanpa Promo
2022-07-19,98750,,98750,Tanpa Promo
2022-07-19,24500,GRATIS_ONGKIR,19500,Dengan Promo
2022-07-19,228000,,228000,Tanpa Promo
2022-07-19,124000,,124000,Tanpa Promo
2022-07-19,32000,GRATIS_ONGKIR,27000,Dengan Promo
2022-07-19,299700,GRATIS_ONGKIR,294700,Dengan Promo
2022-07-20,690000,,690000,Tanpa Promo
2022-07-20,459998,GRATIS_ONGKIR,454998,Dengan Promo
2022-07-20,220000,GRATIS_ONGKIR,215000,Dengan Promo
2022-07-20,54000,,54000,Tanpa Promo
2022-07-20,478800,GRATIS_ONGKIR,473800,Dengan Promo
2022-07-20,53500,GRATIS_ONGKIR,48500,Dengan Promo
2022-07-20,90000,,90000,Tanpa Promo
2022-07-20,240500,,240500,Tanpa Promo
2022-07-20,1990000,,1990000,Tanpa Promo
2022-07-20,151500,GRATIS_ONGKIR,146500,Dengan Promo
2022-07-20,260000,GRATIS_ONGKIR,255000,Dengan Promo
2022-07-20,270580,GRATIS_ONGKIR,265580,Dengan Promo
2022-07-20,156000,GRATIS_ONGKIR,151000,Dengan Promo
2022-07-20,4545000,,4545000,Tanpa Promo
2022-07-20,149600,GRATIS_ONGKIR,144600,Dengan Promo
2022-07-20,50520,GRATIS_ONGKIR,45520,Dengan Promo
2022-07-20,169380,,169380,Tanpa Promo
2022-07-20,40500,,40500,Tanpa Promo
2022-07-20,199998,,199998,Tanpa Promo
2022-07-20,113800,,113800,Tanpa Promo
2022-07-20,114000,GRATIS_ONGKIR,109000,Dengan Promo
2022-07-20,550000,,550000,Tanpa Promo
2022-07-20,299999,,299999,Tanpa Promo
2022-07-20,538000,,538000,Tanpa Promo
2022-07-20,185000,GRATIS_ONGKIR,180000,Dengan Promo
2022-07-21,149900,,149900,Tanpa Promo
2022-07-21,220000,,220000,Tanpa Promo
2022-07-21,217500,GRATIS_ONGKIR,212500,Dengan Promo
2022-07-21,555000,,555000,Tanpa Promo
2022-07-21,299800,,299800,Tanpa Promo
2022-07-21,145000,GRATIS_ONGKIR,140000,Dengan Promo
2022-07-21,712500,,712500,Tanpa Promo
2022-07-21,85000,GRATIS_ONGKIR,80000,Dengan Promo
2022-07-21,31500,GRATIS_ONGKIR,26500,Dengan Promo
2022-07-21,50000,GRATIS_ONGKIR,45000,Dengan Promo
2022-07-21,498000,,498000,Tanpa Promo
2022-07-21,69000,,69000,Tanpa Promo
2022-07-21,75000,GRATIS_ONGKIR,70000,Dengan Promo
2022-07-21,107728,GRATIS_ONGKIR,102728,Dengan Promo
2022-07-21,239400,GRATIS_ONGKIR,234400,Dengan Promo
2022-07-21,106000,,106000,Tanpa Promo
2022-07-21,93884,GRATIS_ONGKIR,88884,Dengan Promo
2022-07-21,47900,,47900,Tanpa Promo
2022-07-21,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-07-21,300000,GRATIS_ONGKIR,295000,Dengan Promo
2022-07-21,121500,GRATIS_ONGKIR,116500,Dengan Promo
2022-07-21,79800,,79800,Tanpa Promo
2022-07-21,195000,,195000,Tanpa Promo
2022-07-21,150000,GRATIS_ONGKIR,145000,Dengan Promo
2022-07-21,6600,GRATIS_ONGKIR,1600,Dengan Promo
2022-07-21,97500,,97500,Tanpa Promo
2022-07-21,5070,GRATIS_ONGKIR,70,Dengan Promo
2022-07-21,291000,,291000,Tanpa Promo
2022-07-21,21500,,21500,Tanpa Promo
2022-07-21,90000,,90000,Tanpa Promo
2022-07-21,124000,GRATIS_ONGKIR,119000,Dengan Promo
2022-07-21,411000,,411000,Tanpa Promo
2022-07-21,150000,,150000,Tanpa Promo
2022-07-22,465000,GRATIS_ONGKIR,460000,Dengan Promo
2022-07-22,269425,,269425,Tanpa Promo
2022-07-22,225000,GRATIS_ONGKIR,220000,Dengan Promo
2022-07-22,318000,GRATIS_ONGKIR,313000,Dengan Promo
2022-07-22,159000,GRATIS_ONGKIR,154000,Dengan Promo
2022-07-22,200000,,200000,Tanpa Promo
2022-07-22,88000,,88000,Tanpa Promo
2022-07-22,65000,,65000,Tanpa Promo
2022-07-22,24250,GRATIS_ONGKIR,19250,Dengan Promo
2022-07-22,1659000,GRATIS_ONGKIR,1654000,Dengan Promo
2022-07-22,59900,GRATIS_ONGKIR,54900,Dengan Promo
2022-07-22,318000,,318000,Tanpa Promo
2022-07-22,12125,GRATIS_ONGKIR,7125,Dengan Promo
2022-07-22,66000,GRATIS_ONGKIR,61000,Dengan Promo
2022-07-22,94500,,94500,Tanpa Promo
2022-07-22,141000,,141000,Tanpa Promo
2022-07-22,260000,,260000,Tanpa Promo
2022-07-22,150000,GRATIS_ONGKIR,145000,Dengan Promo
2022-07-22,139000,,139000,Tanpa Promo
2022-07-22,63000,,63000,Tanpa Promo
2022-07-22,2850000,GRATIS_ONGKIR,2845000,Dengan Promo
2022-07-22,318000,GRATIS_ONGKIR,313000,Dengan Promo
2022-07-22,129270,GRATIS_ONGKIR,124270,Dengan Promo
2022-07-22,218040,GRATIS_ONGKIR,213040,Dengan Promo
2022-07-22,59999,GRATIS_ONGKIR,54999,Dengan Promo
2022-07-22,179400,,179400,Tanpa Promo
2022-07-23,255000,,255000,Tanpa Promo
2022-07-23,70000,,70000,Tanpa Promo
2022-07-23,338000,,338000,Tanpa Promo
2022-07-23,79950,,79950,Tanpa Promo
2022-07-23,285000,,285000,Tanpa Promo
2022-07-23,525,GRATIS_ONGKIR,-4475,Dengan Promo
2022-07-23,217500,,217500,Tanpa Promo
2022-07-23,435000,GRATIS_ONGKIR,430000,Dengan Promo
2022-07-23,53500,,53500,Tanpa Promo
2022-07-23,112000,GRATIS_ONGKIR,107000,Dengan Promo
2022-07-23,378000,GRATIS_ONGKIR,373000,Dengan Promo
2022-07-23,150000,GRATIS_ONGKIR,145000,Dengan Promo
2022-07-23,1200000,GRATIS_ONGKIR,1195000,Dengan Promo
2022-07-23,130000,,130000,Tanpa Promo
2022-07-23,4950060,GRATIS_ONGKIR,4945060,Dengan Promo
2022-07-23,205000,GRATIS_ONGKIR,200000,Dengan Promo
2022-07-23,555000,GRATIS_ONGKIR,550000,Dengan Promo
2022-07-23,187200,GRATIS_ONGKIR,182200,Dengan Promo
2022-07-23,21000,,21000,Tanpa Promo
2022-07-23,169000,GRATIS_ONGKIR,164000,Dengan Promo
2022-07-23,228000,,228000,Tanpa Promo
2022-07-23,139000,GRATIS_ONGKIR,134000,Dengan Promo
2022-07-23,69900,GRATIS_ONGKIR,64900,Dengan Promo
2022-07-23,55365,,55365,Tanpa Promo
2022-07-23,599997,GRATIS_ONGKIR,594997,Dengan Promo
2022-07-23,29900,GRATIS_ONGKIR,24900,Dengan Promo
2022-07-23,359700,GRATIS_ONGKIR,354700,Dengan Promo
2022-07-23,85320,GRATIS_ONGKIR,80320,Dengan Promo
2022-07-24,507000,GRATIS_ONGKIR,502000,Dengan Promo
2022-07-24,99000,GRATIS_ONGKIR,94000,Dengan Promo
2022-07-24,599998,,599998,Tanpa Promo
2022-07-24,236370,GRATIS_ONGKIR,231370,Dengan Promo
2022-07-24,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-07-24,90000,,90000,Tanpa Promo
2022-07-24,231000,GRATIS_ONGKIR,226000,Dengan Promo
2022-07-24,550000,GRATIS_ONGKIR,545000,Dengan Promo
2022-07-24,477000,GRATIS_ONGKIR,472000,Dengan Promo
2022-07-24,76800,GRATIS_ONGKIR,71800,Dengan Promo
2022-07-24,348750,GRATIS_ONGKIR,343750,Dengan Promo
2022-07-24,168300,,168300,Tanpa Promo
2022-07-24,130000,,130000,Tanpa Promo
2022-07-24,74700,,74700,Tanpa Promo
2022-07-24,165500,GRATIS_ONGKIR,160500,Dengan Promo
2022-07-24,51200,GRATIS_ONGKIR,46200,Dengan Promo
2022-07-24,275000,GRATIS_ONGKIR,270000,Dengan Promo
2022-07-24,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-07-24,60000,GRATIS_ONGKIR,55000,Dengan Promo
2022-07-24,54815,GRATIS_ONGKIR,49815,Dengan Promo
2022-07-24,1058000,GRATIS_ONGKIR,1053000,Dengan Promo
2022-07-24,200000,,200000,Tanpa Promo
2022-07-25,718200,,718200,Tanpa Promo
2022-07-25,465000,GRATIS_ONGKIR,460000,Dengan Promo
2022-07-25,18400,GRATIS_ONGKIR,13400,Dengan Promo
2022-07-25,18187,,18187,Tanpa Promo
2022-07-25,69000,GRATIS_ONGKIR,64000,Dengan Promo
2022-07-25,166500,,166500,Tanpa Promo
2022-07-25,166500,GRATIS_ONGKIR,161500,Dengan Promo
2022-07-25,27000,GRATIS_ONGKIR,22000,Dengan Promo
2022-07-25,151500,GRATIS_ONGKIR,146500,Dengan Promo
2022-07-25,74700,,74700,Tanpa Promo
2022-07-25,299700,GRATIS_ONGKIR,294700,Dengan Promo
2022-07-25,84000,GRATIS_ONGKIR,79000,Dengan Promo
2022-07-25,240000,GRATIS_ONGKIR,235000,Dengan Promo
2022-07-25,29900,,29900,Tanpa Promo
2022-07-25,50520,,50520,Tanpa Promo
2022-07-25,360000,GRATIS_ONGKIR,355000,Dengan Promo
2022-07-25,193988,,193988,Tanpa Promo
2022-07-25,285000,GRATIS_ONGKIR,280000,Dengan Promo
2022-07-25,63000,GRATIS_ONGKIR,58000,Dengan Promo
2022-07-25,62400,GRATIS_ONGKIR,57400,Dengan Promo
2022-07-25,145360,,145360,Tanpa Promo
2022-07-25,26888,GRATIS_ONGKIR,21888,Dengan Promo
2022-07-25,159000,GRATIS_ONGKIR,154000,Dengan Promo
2022-07-25,825000,GRATIS_ONGKIR,820000,Dengan Promo
2022-07-25,209700,,209700,Tanpa Promo
2022-07-25,10650000,,10650000,Tanpa Promo
2022-07-25,131400,,131400,Tanpa Promo
2022-07-25,53000,,53000,Tanpa Promo
2022-07-25,2694000,,2694000,Tanpa Promo
2022-07-25,40500,,40500,Tanpa Promo
2022-07-25,99900,,99900,Tanpa Promo
2022-07-25,22500,GRATIS_ONGKIR,17500,Dengan Promo
2022-07-25,48000,GRATIS_ONGKIR,43000,Dengan Promo
2022-07-25,209700,,209700,Tanpa Promo
2022-07-26,64000,GRATIS_ONGKIR,59000,Dengan Promo
2022-07-26,299999,,299999,Tanpa Promo
2022-07-26,270580,GRATIS_ONGKIR,265580,Dengan Promo
2022-07-26,253935,GRATIS_ONGKIR,248935,Dengan Promo
2022-07-26,35000,GRATIS_ONGKIR,30000,Dengan Promo
2022-07-26,59900,GRATIS_ONGKIR,54900,Dengan Promo
2022-07-26,830000,GRATIS_ONGKIR,825000,Dengan Promo
2022-07-26,26750,,26750,Tanpa Promo
2022-07-26,5491530,GRATIS_ONGKIR,5486530,Dengan Promo
2022-07-26,672000,GRATIS_ONGKIR,667000,Dengan Promo
2022-07-26,599700,,599700,Tanpa Promo
2022-07-26,54900,GRATIS_ONGKIR,49900,Dengan Promo
2022-07-26,76000,GRATIS_ONGKIR,71000,Dengan Promo
2022-07-26,76000,,76000,Tanpa Promo
2022-07-26,510000,GRATIS_ONGKIR,505000,Dengan Promo
2022-07-26,149900,,149900,Tanpa Promo
2022-07-26,135140,GRATIS_ONGKIR,130140,Dengan Promo
2022-07-26,591700,GRATIS_ONGKIR,586700,Dengan Promo
2022-07-26,157500,,157500,Tanpa Promo
2022-07-26,105000,,105000,Tanpa Promo
2022-07-26,109000,GRATIS_ONGKIR,104000,Dengan Promo
2022-07-26,5550,,5550,Tanpa Promo
2022-07-26,155000,GRATIS_ONGKIR,150000,Dengan Promo
2022-07-26,3300,,3300,Tanpa Promo
2022-07-26,224000,,224000,Tanpa Promo
2022-07-26,1497000,GRATIS_ONGKIR,1492000,Dengan Promo
2022-07-26,110000,GRATIS_ONGKIR,105000,Dengan Promo
2022-07-26,14622,,14622,Tanpa Promo
2022-07-26,22000,GRATIS_ONGKIR,17000,Dengan Promo
2022-07-27,1575,GRATIS_ONGKIR,-3425,Dengan Promo
2022-07-27,73998,,73998,Tanpa Promo
2022-07-27,177000,GRATIS_ONGKIR,172000,Dengan Promo
2022-07-27,98969,GRATIS_ONGKIR,93969,Dengan Promo
2022-07-27,39900,,39900,Tanpa Promo
2022-07-27,102000,,102000,Tanpa Promo
2022-07-27,68700,,68700,Tanpa Promo
2022-07-27,310000,,310000,Tanpa Promo
2022-07-27,360000,GRATIS_ONGKIR,355000,Dengan Promo
2022-07-27,260000,GRATIS_ONGKIR,255000,Dengan Promo
2022-07-27,615000,,615000,Tanpa Promo
2022-07-27,53000,GRATIS_ONGKIR,48000,Dengan Promo
2022-07-27,219000,,219000,Tanpa Promo
2022-07-27,125970,GRATIS_ONGKIR,120970,Dengan Promo
2022-07-27,260000,,260000,Tanpa Promo
2022-07-27,130000,,130000,Tanpa Promo
2022-07-27,192060,GRATIS_ONGKIR,187060,Dengan Promo
2022-07-27,415000,,415000,Tanpa Promo
2022-07-27,159800,GRATIS_ONGKIR,154800,Dengan Promo
2022-07-28,197500,GRATIS_ONGKIR,192500,Dengan Promo
2022-07-28,149900,GRATIS_ONGKIR,144900,Dengan Promo
2022-07-28,89700,GRATIS_ONGKIR,84700,Dengan Promo
2022-07-28,399800,,399800,Tanpa Promo
2022-07-28,1320000,GRATIS_ONGKIR,1315000,Dengan Promo
2022-07-28,113970,,113970,Tanpa Promo
2022-07-28,109000,,109000,Tanpa Promo
2022-07-28,17500,,17500,Tanpa Promo
2022-07-28,33000,GRATIS_ONGKIR,28000,Dengan Promo
2022-07-28,578700,GRATIS_ONGKIR,573700,Dengan Promo
2022-07-28,48450,GRATIS_ONGKIR,43450,Dengan Promo
2022-07-28,320000,GRATIS_ONGKIR,315000,Dengan Promo
2022-07-28,1587000,GRATIS_ONGKIR,1582000,Dengan Promo
2022-07-28,155000,,155000,Tanpa Promo
2022-07-28,92000,GRATIS_ONGKIR,87000,Dengan Promo
2022-07-28,145000,,145000,Tanpa Promo
2022-07-28,255000,GRATIS_ONGKIR,250000,Dengan Promo
2022-07-28,80250,GRATIS_ONGKIR,75250,Dengan Promo
2022-07-28,300000,GRATIS_ONGKIR,295000,Dengan Promo
2022-07-28,112500,,112500,Tanpa Promo
2022-07-28,250200,,250200,Tanpa Promo
2022-07-28,192060,GRATIS_ONGKIR,187060,Dengan Promo
2022-07-28,299999,GRATIS_ONGKIR,294999,Dengan Promo
2022-07-28,130000,,130000,Tanpa Promo
2022-07-29,478800,GRATIS_ONGKIR,473800,Dengan Promo
2022-07-29,3000,,3000,Tanpa Promo
2022-07-29,269425,GRATIS_ONGKIR,264425,Dengan Promo
2022-07-29,85320,GRATIS_ONGKIR,80320,Dengan Promo
2022-07-29,3550000,GRATIS_ONGKIR,3545000,Dengan Promo
2022-07-29,397500,GRATIS_ONGKIR,392500,Dengan Promo
2022-07-29,99000,,99000,Tanpa Promo
2022-07-29,718200,,718200,Tanpa Promo
2022-07-29,267000,GRATIS_ONGKIR,262000,Dengan Promo
2022-07-29,187960,GRATIS_ONGKIR,182960,Dengan Promo
2022-07-29,347997,GRATIS_ONGKIR,342997,Dengan Promo
2022-07-29,295850,,295850,Tanpa Promo
2022-07-29,507000,GRATIS_ONGKIR,502000,Dengan Promo
2022-07-29,162360,GRATIS_ONGKIR,157360,Dengan Promo
2022-07-29,180000,,180000,Tanpa Promo
2022-07-29,238000,GRATIS_ONGKIR,233000,Dengan Promo
2022-07-29,538850,GRATIS_ONGKIR,533850,Dengan Promo
2022-07-29,99000,,99000,Tanpa Promo
2022-07-29,93980,,93980,Tanpa Promo
2022-07-29,405870,,405870,Tanpa Promo
2022-07-29,499000,,499000,Tanpa Promo
2022-07-29,4317000,,4317000,Tanpa Promo
2022-07-29,93300,,93300,Tanpa Promo
2022-07-30,195000,,195000,Tanpa Promo
2022-07-30,260000,,260000,Tanpa Promo
2022-07-30,106500,,106500,Tanpa Promo
2022-07-30,106000,,106000,Tanpa Promo
2022-07-30,25866,,25866,Tanpa Promo
2022-07-30,165000,,165000,Tanpa Promo
2022-07-30,148200,,148200,Tanpa Promo
2022-07-30,165000,GRATIS_ONGKIR,160000,Dengan Promo
2022-07-30,19500,GRATIS_ONGKIR,14500,Dengan Promo
2022-07-30,17244,,17244,Tanpa Promo
2022-07-30,97500,GRATIS_ONGKIR,92500,Dengan Promo
2022-07-30,162500,,162500,Tanpa Promo
2022-07-30,207000,,207000,Tanpa Promo
2022-07-30,115000,,115000,Tanpa Promo
2022-07-30,529000,GRATIS_ONGKIR,524000,Dengan Promo
2022-07-30,199999,,199999,Tanpa Promo
2022-07-30,239800,GRATIS_ONGKIR,234800,Dengan Promo
2022-07-30,712500,GRATIS_ONGKIR,707500,Dengan Promo
2022-07-30,388500,,388500,Tanpa Promo
2022-07-30,195000,GRATIS_ONGKIR,190000,Dengan Promo
2022-07-30,42000,GRATIS_ONGKIR,37000,Dengan Promo
2022-07-30,170000,GRATIS_ONGKIR,165000,Dengan Promo
2022-07-30,72500,,72500,Tanpa Promo
2022-07-30,258540,,258540,Tanpa Promo
2022-07-30,1439000,,1439000,Tanpa Promo
2022-07-30,48450,GRATIS_ONGKIR,43450,Dengan Promo
2022-07-30,2250000,GRATIS_ONGKIR,2245000,Dengan Promo
2022-07-30,43000,,43000,Tanpa Promo
2022-07-30,2000,,2000,Tanpa Promo
2022-07-30,70800,,70800,Tanpa Promo
2022-07-30,76000,,76000,Tanpa Promo
2022-07-30,550000,,550000,Tanpa Promo
2022-08-01,119900,GRATIS_ONGKIR,114900,Dengan Promo
2022-08-01,800000,GRATIS_ONGKIR,795000,Dengan Promo
2022-08-01,72680,,72680,Tanpa Promo
2022-08-01,1950000,,1950000,Tanpa Promo
2022-08-01,7140,AWAL_GAJIAN,-7860,Dengan Promo
2022-08-01,537000,,537000,Tanpa Promo
2022-08-01,130000,,130000,Tanpa Promo
2022-08-01,1587000,GRATIS_ONGKIR,1582000,Dengan Promo
2022-08-01,26000,AWAL_GAJIAN,11000,Dengan Promo
2022-08-01,113700,,113700,Tanpa Promo
2022-08-01,189900,AWAL_GAJIAN,174900,Dengan Promo
2022-08-01,477000,GRATIS_ONGKIR,472000,Dengan Promo
2022-08-01,137000,,137000,Tanpa Promo
2022-08-01,55000,GRATIS_ONGKIR,50000,Dengan Promo
2022-08-01,267000,GRATIS_ONGKIR,262000,Dengan Promo
2022-08-01,149600,AWAL_GAJIAN,134600,Dengan Promo
2022-08-01,14622,,14622,Tanpa Promo
2022-08-01,333000,AWAL_GAJIAN,318000,Dengan Promo
2022-08-01,138500,GRATIS_ONGKIR,133500,Dengan Promo
2022-08-01,390000,AWAL_GAJIAN,375000,Dengan Promo
2022-08-01,485997,GRATIS_ONGKIR,480997,Dengan Promo
2022-08-01,359700,GRATIS_ONGKIR,354700,Dengan Promo
2022-08-01,159000,,159000,Tanpa Promo
2022-08-01,415500,AWAL_GAJIAN,400500,Dengan Promo
2022-08-01,275000,AWAL_GAJIAN,260000,Dengan Promo
2022-08-01,47900,AWAL_GAJIAN,32900,Dengan Promo
2022-08-02,79000,,79000,Tanpa Promo
2022-08-02,30000,GRATIS_ONGKIR,25000,Dengan Promo
2022-08-02,49592,,49592,Tanpa Promo
2022-08-02,219000,GRATIS_ONGKIR,214000,Dengan Promo
2022-08-02,3000,,3000,Tanpa Promo
2022-08-02,158100,GRATIS_ONGKIR,153100,Dengan Promo
2022-08-02,165000,GRATIS_ONGKIR,160000,Dengan Promo
2022-08-02,240500,,240500,Tanpa Promo
2022-08-02,239700,,239700,Tanpa Promo
2022-08-02,358000,,358000,Tanpa Promo
2022-08-02,300000,GRATIS_ONGKIR,295000,Dengan Promo
2022-08-02,22000,,22000,Tanpa Promo
2022-08-02,471750,,471750,Tanpa Promo
2022-08-02,193800,GRATIS_ONGKIR,188800,Dengan Promo
2022-08-02,81368,GRATIS_ONGKIR,76368,Dengan Promo
2022-08-02,4874,GRATIS_ONGKIR,-126,Dengan Promo
2022-08-02,120250,GRATIS_ONGKIR,115250,Dengan Promo
2022-08-02,17900,GRATIS_ONGKIR,12900,Dengan Promo
2022-08-02,299800,,299800,Tanpa Promo
2022-08-02,124800,,124800,Tanpa Promo
2022-08-02,297000,GRATIS_ONGKIR,292000,Dengan Promo
2022-08-02,393360,,393360,Tanpa Promo
2022-08-02,157500,,157500,Tanpa Promo
2022-08-02,154500,,154500,Tanpa Promo
2022-08-02,96994,,96994,Tanpa Promo
2022-08-02,1300000,GRATIS_ONGKIR,1295000,Dengan Promo
2022-08-02,75000,GRATIS_ONGKIR,70000,Dengan Promo
2022-08-02,660000,,660000,Tanpa Promo
2022-08-03,17500,GRATIS_ONGKIR,12500,Dengan Promo
2022-08-03,169000,GRATIS_ONGKIR,164000,Dengan Promo
2022-08-03,208500,GRATIS_ONGKIR,203500,Dengan Promo
2022-08-03,205000,,205000,Tanpa Promo
2022-08-03,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-08-03,258000,,258000,Tanpa Promo
2022-08-03,520000,,520000,Tanpa Promo
2022-08-03,160000,,160000,Tanpa Promo
2022-08-03,169500,GRATIS_ONGKIR,164500,Dengan Promo
2022-08-03,52000,,52000,Tanpa Promo
2022-08-03,108000,GRATIS_ONGKIR,103000,Dengan Promo
2022-08-03,75000,GRATIS_ONGKIR,70000,Dengan Promo
2022-08-03,75000,GRATIS_ONGKIR,70000,Dengan Promo
2022-08-03,188000,GRATIS_ONGKIR,183000,Dengan Promo
2022-08-03,74950,,74950,Tanpa Promo
2022-08-03,345000,GRATIS_ONGKIR,340000,Dengan Promo
2022-08-03,1440000,,1440000,Tanpa Promo
2022-08-03,68700,,68700,Tanpa Promo
2022-08-03,81180,GRATIS_ONGKIR,76180,Dengan Promo
2022-08-03,19000,GRATIS_ONGKIR,14000,Dengan Promo
2022-08-03,96000,GRATIS_ONGKIR,91000,Dengan Promo
2022-08-03,34000,GRATIS_ONGKIR,29000,Dengan Promo
2022-08-03,1245000,,1245000,Tanpa Promo
2022-08-03,65000,GRATIS_ONGKIR,60000,Dengan Promo
2022-08-03,538850,GRATIS_ONGKIR,533850,Dengan Promo
2022-08-03,59700,GRATIS_ONGKIR,54700,Dengan Promo
2022-08-03,129000,,129000,Tanpa Promo
2022-08-03,123200,GRATIS_ONGKIR,118200,Dengan Promo
2022-08-03,250000,GRATIS_ONGKIR,245000,Dengan Promo
2022-08-04,340000,,340000,Tanpa Promo
2022-08-04,72680,,72680,Tanpa Promo
2022-08-04,17900,GRATIS_ONGKIR,12900,Dengan Promo
2022-08-04,56900,GRATIS_ONGKIR,51900,Dengan Promo
2022-08-04,179000,,179000,Tanpa Promo
2022-08-04,281940,GRATIS_ONGKIR,276940,Dengan Promo
2022-08-04,155000,GRATIS_ONGKIR,150000,Dengan Promo
2022-08-04,37990,,37990,Tanpa Promo
2022-08-04,252450,GRATIS_ONGKIR,247450,Dengan Promo
2022-08-04,124800,,124800,Tanpa Promo
2022-08-04,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-08-04,132500,,132500,Tanpa Promo
2022-08-04,385800,GRATIS_ONGKIR,380800,Dengan Promo
2022-08-04,64500,,64500,Tanpa Promo
2022-08-04,17160,GRATIS_ONGKIR,12160,Dengan Promo
2022-08-04,210000,,210000,Tanpa Promo
2022-08-04,376000,GRATIS_ONGKIR,371000,Dengan Promo
2022-08-04,116000,GRATIS_ONGKIR,111000,Dengan Promo
2022-08-04,64150,,64150,Tanpa Promo
2022-08-04,165000,,165000,Tanpa Promo
2022-08-04,134700,,134700,Tanpa Promo
2022-08-04,36000,GRATIS_ONGKIR,31000,Dengan Promo
2022-08-04,47900,,47900,Tanpa Promo
2022-08-04,129000,GRATIS_ONGKIR,124000,Dengan Promo
2022-08-04,79800,,79800,Tanpa Promo
2022-08-04,131400,,131400,Tanpa Promo
2022-08-04,693000,GRATIS_ONGKIR,688000,Dengan Promo
2022-08-04,187200,GRATIS_ONGKIR,182200,Dengan Promo
2022-08-04,131400,,131400,Tanpa Promo
2022-08-04,108750,,108750,Tanpa Promo
2022-08-04,498000,,498000,Tanpa Promo
2022-08-04,165000,,165000,Tanpa Promo
2022-08-04,72680,GRATIS_ONGKIR,67680,Dengan Promo
2022-08-04,179800,GRATIS_ONGKIR,174800,Dengan Promo
2022-08-05,399998,,399998,Tanpa Promo
2022-08-05,151800,GRATIS_ONGKIR,146800,Dengan Promo
2022-08-05,318000,,318000,Tanpa Promo
2022-08-05,2050000,,2050000,Tanpa Promo
2022-08-05,290000,,290000,Tanpa Promo
2022-08-05,135000,,135000,Tanpa Promo
2022-08-05,199999,,199999,Tanpa Promo
2022-08-05,35500,,35500,Tanpa Promo
2022-08-05,447000,GRATIS_ONGKIR,442000,Dengan Promo
2022-08-05,115999,GRATIS_ONGKIR,110999,Dengan Promo
2022-08-05,267000,GRATIS_ONGKIR,262000,Dengan Promo
2022-08-05,4977000,,4977000,Tanpa Promo
2022-08-05,46000,GRATIS_ONGKIR,41000,Dengan Promo
2022-08-05,195000,,195000,Tanpa Promo
2022-08-05,510000,GRATIS_ONGKIR,505000,Dengan Promo
2022-08-05,161592,GRATIS_ONGKIR,156592,Dengan Promo
2022-08-05,23980,,23980,Tanpa Promo
2022-08-05,93300,,93300,Tanpa Promo
2022-08-05,218000,,218000,Tanpa Promo
2022-08-05,228000,,228000,Tanpa Promo
2022-08-05,2694000,GRATIS_ONGKIR,2689000,Dengan Promo
2022-08-05,327000,,327000,Tanpa Promo
2022-08-05,125100,GRATIS_ONGKIR,120100,Dengan Promo
2022-08-05,30000,GRATIS_ONGKIR,25000,Dengan Promo
2022-08-05,315000,,315000,Tanpa Promo
2022-08-05,89700,GRATIS_ONGKIR,84700,Dengan Promo
2022-08-05,224000,,224000,Tanpa Promo
2022-08-05,100000,,100000,Tanpa Promo
2022-08-05,2700,GRATIS_ONGKIR,-2300,Dengan Promo
2022-08-05,59900,GRATIS_ONGKIR,54900,Dengan Promo
2022-08-05,4760,GRATIS_ONGKIR,-240,Dengan Promo
2022-08-05,199000,,199000,Tanpa Promo
2022-08-05,192000,GRATIS_ONGKIR,187000,Dengan Promo
2022-08-06,567000,,567000,Tanpa Promo
2022-08-06,780000,GRATIS_ONGKIR,775000,Dengan Promo
2022-08-06,166650,GRATIS_ONGKIR,161650,Dengan Promo
2022-08-06,689997,GRATIS_ONGKIR,684997,Dengan Promo
2022-08-06,375000,GRATIS_ONGKIR,370000,Dengan Promo
2022-08-06,137000,,137000,Tanpa Promo
2022-08-06,374700,GRATIS_ONGKIR,369700,Dengan Promo
2022-08-06,10000,,10000,Tanpa Promo
2022-08-06,55000,,55000,Tanpa Promo
2022-08-06,166500,,166500,Tanpa Promo
2022-08-06,36800,GRATIS_ONGKIR,31800,Dengan Promo
2022-08-06,1245000,,1245000,Tanpa Promo
2022-08-06,410000,,410000,Tanpa Promo
2022-08-06,77250,GRATIS_ONGKIR,72250,Dengan Promo
2022-08-06,71000,GRATIS_ONGKIR,66000,Dengan Promo
